,X,obs,pred
1332,someone grabbing a bag of veggie straws may mistakenly believe veggie straws are made primarily of vegetables other than potatoes   in fact  a quick read of the back of the bag reveals they are made primarily of potatoes and flavored with tomato and spinach   this explains why they taste so much like potato chips   the texture is light and crisp  and while it s been many years since i ve had pork rinds  that s what i think of when i bite into these straws sensible portions is the name of the company   a 20 ounce bag contains 20 servings  which is about 38 straws   each serving has 7 grams of fat   compare that to frito lay baked  ruffles original potato crisps  which contains only 3 grams of fat per 1 ounce serving if you can overlook the fat content  veggie straws are actually quite tasty  and they do have that psychological edge with that name   i feel like i m eating healthier  even when i m not  good flavor  a little misleading,1,0
1333,my daughter loves these and most ella products  but the main ingredient is apples  not carrots  like you would assume from the package  main ingredient is apples  not carrots,1,0
1334,i have tried a few different brands  haven t tried expensive cole s yet  and these are actually tasty  three large sardines with black silver skin in the can  they remain very well intact  not mushy  noticed the texture of one or two bones  which weren t mush like most brands but not so hard that they were unpleasant to chew  tasted fresh as well  plus they use sea salt  whew  sardines i actually enjoy  cool they really taste like tuna  which i ve never associated with sardine taste  you could definitely make a mock tuna salad with these  seriously     very impressed,1,0
1322,last of a dying breed  originally made by the hollywood candy company          now made by hershey s these are similar to the original ones from my youth  originally they sold for 5 cents  one of only two of the original offerings by hollywood candy  the other being the payday bar currenty available in two sizes  1 85 oz and 3 4 oz  supersize  try them  you ll like them  zero bars,1,0
495,i was very happy with the bay laurel plant   very healthy  but the olive tree died within 5 days   i contacted greenbox they were going to send me a new  i would be very happy with that  but i am still waiting to receive this in the mail  bay laurel and olive tree,1,0
1306,surely there is an egg hiding in there somewhere  right and heaping cups of wheat flour  yeah      no     wait  what these cookies  i have been gluten free  dairy free  and egg free for a year now after finding out i m allergic to basically everything on earth  and i hadn t allowed myself to try these yet because i m also watching out for too much sugar  but i gave them a shot last night and i swear to you  i ate four  four  bing bing bing bing  i was just going to eat one  maybe two  then i was like okay one more  okay ooooone more   i didn t make them as large as the package i don t think  but honestly i don t care  i have no shame  i ate four cookies  and each one was so delicious  they were chewy in the center  crispy on the outside  no disgusting aftertaste  i read some of the other lower reviews and can t figure out where that was coming from  maybe it was a few years ago and they ve since improved the mix    no gritty or beany texture   i kept going back and re reading the ingredients and looking at the packaging to make sure i wasn t completely delusional  had i bought a non gluten free mix  this couldn t be this delicious  it just couldn t my husband is not gluten free and he was flipping out about how good they were  i didn t even use an egg  i used the ener g egg replacer  and there was such a lovely chewiness and richness to these cookies  i was sure they d be crumbly and gross as i was forming the dough together  i was afraid they d taste weird  or be gritty and unappetizing like store bought gluten free  cookies  that i ve tried  i ve just given up trying new brands at this point  i could weep at how happy i am to have found this cookie mix  a true treat amidst repetitive failures this whole year trying to find great gluten free alternatives  bob s red mill  keep rocking on with your bad selves  i needed to double check the package   multiple times ,1,0
496,generally  i don t like flavored tea  and the experiences i ve had with chocolate flavored tea left me convinced it really couldn t be done in any palatable way  i was wrong  i don t know what led me to try stash s chocolate mint oolong but this tea is outstanding  it does not taste like palmer s chocolate coins dissolved and diluted in too much water  which is what most chocolate tea tastes like to me    not even a hershey s kiss  but palmer s    yuck  this tea has a very light yet distinct chocolaty flavor followed by sweet mint  it s refreshing in the evening after dinner when i want something sweet but don t want to load up on sugar right before bedtime  and  truth be told  it s a delight any time of day  best chocolate tea i ve had,1,0
1279,tic tac s in most parts of the world   i have purchased them in europe  australia  south america and asia  are not colored orange  they are an off white color   they come in an orange colored plastic box   in the us  the box is clear and the tic tacs are died orange i personally think the whitish colored  orange flavored tic tacs are the best   they have a more subtle flavor that i prefer   also  why do should i eat the unneeded food coloring   i will admit that eating the food coloring is not a real big issue for me  but the taste of the non colored tic tacs is what caused me to seek out the non us varieties at anyrate i look specificly for the orange contaiered off white colored tic tac   whisch is why i buy them here and not at costco or smart and final like the non died tic tacs,1,0
511,i ve been using freeze dried liver treats to train and reward my dogs for about 20 years   it is like dog heroin for my dogs  there is nothing they won t do for these treats   it makes training a breeze   my current dog  samson  will sit in front of the pantry and drool until i give him a treat   the treats are expensive so i cut them in quarters so they last longer   these are 100  meat  no scrap or filler   these are the only treats i give samson  my rottweiler   you can t go wrong with these treats  this it like dog heroin   there s nothing my dog won t do for liver treats ,1,0
1280,when i was younger  i was prone to trying whatever new product came along  eschewing the various benefits that i was seeking  seldom  if ever  was there a payoff  when i see an advertisement for a product promising  bigger    better   or  stronger   i don t even consider it  imagine my surprise when i tried this new shampoo and actually noticed more volume in my hair after blow drying it  even weirder  two people asked me if i d had my hair cut the day i used it  seriously  it s not a miraculous change  it s a shampoo  not a weave  but it definitely makes a noticeable difference  the only negative comment i have  is that it has a fairly strong perfume scent  which i tend to avoid in soaps and shampoos  but i will absolutely continue to use it  unbelievable  literally ,1,0
510,this is a great product and my cat goes crazy for it  but i just bought a 4 oz  bag of bonito flakes at a local asian store for  3 78  it s the same exact thing  but just much cheaper  if possible  but this stuff at an asian supermarket  overpriced,1,0
1281,i have tried these in the pet store  pet co  and they cost  11 dollars there  as i paid only  9   2 dollars for shipping for both pkgs  my dogs love them and they are made in the usa   i was using  wagin train  jerky  but it is made in china and there has been lots of uneasy talk about their products harming dogs  so i only look for usa products  only problem is they are way more expensive  very expensive,1,0
1282,the packaging was not what i expected  mine came in a brown paper bag  not foil like the picture indicates  for freshness i thought it would come in the foil  what i did for freshness is i had to buy a airtight dark container for mine and transfer it over to it  keeping it in the brown paper bag was and is a stealer of freshness  different package,1,0
1283,this doesn t seem to be the favorite flavor of my cats  they will eat it when they are real hungry  but most of the time they leave about half of it  cats like it  ok ,1,0
508,the only thing i do not like about the product is the shape of the bottle  it makes getting all of the sauce out of it impossible  jar shape ,1,0
1286,i bought this at my local store  not off amazon  it was about  5 a box  i think    i wanted the king arthur flour vanilla cake mix  but the store only had the kaf chocolate mix   i came home and looked up reviews of the mix and found it here on amazon   i wasn t encouraged by them  but went ahead and made it anyway   it was for my friend s birthday and her celebration was only a few hours away   i think that the company must have changed the ingredients that go into this cake  the reviews are all from 2011 at the most recent  this is easy to put together  as all mixes are  the only change i made was to add some fiori de sicilia to it for flavoring   after the cake came out   it release from the pan very easily   i brushed it with lemon curd and topped it with sliced strawberries   the cake was pretty good  i thought   not dry  with a tender crumb   i thought there was a slight hint of grainy texture  but the lemon curd went a long way towards softening the cake   i will say that it s a little bland   it didn t much taste of vanilla to me   and so i think that if i made this again  i would add even more flavoring   an almond extract might be nice  or rum  or just a lot of vanilla   think 2tsp    this wouldn t be my go to cake  i would always prefer one made from scratch   but this is pretty good  and doesn t taste at all of chemicals like regular non gluten free cake mixes do  improved texture ,1,0
507,i am insistent that if i drink decaf  it has to be swiss water processed   all other decaf is just absolutely bad for you   if you are going to buy organic and fair trade  buy swiss water processed also i tried a few others and couldn t stand them   i tried jeremiah s pick brand and couldn t stand it   but it tasted like maybe they had exhaust fumes on them so maybe i got a bad shipment  i also tried newman s owns and a few others   i was really hesitant to buy two pounds of this only to end up giving it away i am happy to say i like it   i only wish it was a medium roast as i prefer light and medium over dark  i ll look at their other stuff  finally  a decaf i can enjoy after trying almost all of them ,1,0
506,i have ordered a number of different kinds of tassimo discs and i really like this coffee   i would recommend this product  gevalia signature blend,1,0
1288,i was just looking a reviews on here as well  and realized that if people order their pasta from here they are way over paying for it  you can order direct on their website for a 1 8th a price  just do a google search for their actual website  i hate to see when people are getting ripped off for something they did not know about  tried dreamfields spaghetti   it was awesome   trying lasanga tonight ,1,0
1289,i still had the same amount of unpopped seeds in my microwave popper   however  the taste is super  i enjoy the hulless 100  better and will continue to purchase  amish country popcorn,1,0
1290,little to say here   the product speaks for itself   i prefer this over the pink package stuff   no aftertaste for me   travels well in zip lock bag   came loose in the box    i thought it would have been in a plastic bag first  equal,1,0
1291,my daughter had a project for school and this seemed like a decent kit that fit the bill  not difficult to make but really  really sticky at one point during the process of making it  if you have an old throw away pan  i d recommend using it otherwise get ready to scrub  re heat and scrub some more  the finished product is like normal gum except the flavor doesn t last as long  the texture is normal and stayed soft enough to chew for a while  her class loved the idea and couldn t wait to try her gum  interesting  fun and educational ,1,0
1292,the address is shilshole avenue   a shill living in a hole  selling you 6 dollar a lb brown sugar over the internet         sounds about right  6 dollars a lb for brown sugar,1,0
505,i ordered this product because my hair is extremely damaged from hair coloring  and have been looking for a shampoo for color treated hair that didn t have a conditioner in it  my hair is extremely fine and thin  and conditioner weighs it down horribly  i also assumed that a new shampoo for color treated hair would be sulfate free  since sulfates are supposed to strip color from treated hair  the name  clear  carries connotations of purity to my mind sadly  the shampoo is not sulfate free  it s the second item on the list  so while it might be making my hair feel and look better temporarily  it s not going to help the color stay in  which means more color damage as i have to frequently recolor    also  the shampoo contains silicons  now  silicons are much  much better for thin hair than oils are  but it s still a conditioner that can weigh thin  fine hair down i ve been using the shampoo daily for just over a week now  i can say that my hair is shinier after washing and drying  and a little easier to comb tangles out of  but the silicon does weigh my hair down a bit   not nearly as much as other shampoos for color treated hair do    and i ve noticed it collecting dust  i use a white comb  so i can readily see if there is dirt in my hair at the end of the day  of course  i work in a very dusty dirty atmosphere a lot of days  so ymmv my decision in the end  this is a decent shampoo  and will probably use it a couple of times a week  but i want something without any conditioner silicon for the rest of the time  someone who has thicker hair will probably love this shampoo  i had my husband try it  his hair isn t damaged  or as limp as mine  and he thought it was really nice just one thing  i was a little confused when something named  clear  came out of the bottle as a creamy  opaque liquid  i rechecked the bottle to make sure i hadn t accidentally gotten conditioner  good  but not great,1,0
1305,brain toniq  the non caffeinated think drinkmost aren t aware of the damage chemo can do to your brain  it s called  chemo brain    it not only fights to kill the gremlin but attacks other cells as well  i ve been on a search for any energy focus drink that s natural with no artificial sugars  bad for anyone  for 2 years  this one is my favorite it cost a bit more   44 a case is the best price i ve found  no shipping fees  but it doesn t have the icky  sweet  over flavored taste of most similar products on the market  the only way i can get those products to taste close to brain toniq is to cut them 1 2 club soda  or any fizzy water  and 1 2 energy drink  this works well   gives you more to drink for 1 2 the price   1 2 the calories  with brain toniq i can grab it and go   focus is noticeably improved   even maneuvering through traffic is noticeably improved   brain toniq works for me  chemo brain,1,0
498,i purchased this oil after seeing a recomendation from dr  oz  it is easy to work with  doesn t smoke  doesn t leave an odd taste and is a healthy choice  will purchase again  great cooking oil,1,0
499,the dha and ara doesn t bother me  i think people are over reacting to that baby s only   i don t like brown rice syrup  their website only lists amount of un natural arsenic  but doesn t count the total level of arsenic that the brown rice will give naturally similac   don t like the amount of sugar in it   and still lists organic sugar instead of lactose earth s best  i couldn t find anything that bad about it besides a few ingredients   uses lactose instead of organic sugar   this is why i picked this over similac holle formula from germany   this might be the best one   i don t think they add dha or ara  but is that really needed  it can be ordered from sites like         but can i trust this company and what if there is a recall  i wouldn t hear about it  i guess this is the best one,1,0
1303,there are two recipes on the can  one for pancakes and one for waffles  look at the one for waffles am i the only one in the world who doesn t know what  5 oz  cup water  means   i figured it out  but come on  carbon  is this a 75 year tradition of no proofreading      waffle instructions,1,0
1302,the water we get on tap at work has a strange after taste so i have been bringing bottled water with me to drink at work  i like evian water taste  it feels  fresh  to me  and often select it as the water i bring to work  i was not totally sure about the difference between different types of bottled water and wondered if it was just marketing   recently i came across a good explanation of different bottled water terms and i wanted to share the summary of the definitions here spring water derived from an underground formation from which water flows naturally to the earth s surface  spring water must be collected at the spring or through a borehole tapping the underground formation feeding the spring  evian and arrowhead mountain spring water artesian water is obtained from a well that taps a confined aquifer  an underground layer of rock or sand that contains water  fiji natural artesian water is one example of artesian water source distilled water is water that has been boiled and then recondensed from the steam that the boiling produces  the process of distillation kills microbes and removes minerals  however it tends to give it a flat taste  glaceau smartwater is distilled water mineral water is ground water that naturally contains a minimum of 250 parts per million of dissolved solids   naturally  means that the mineral were not added later   it means all minerals must be present in the water when it emerges at the source  calistoga is one example of mineral water p w s  stands for public water source  also often called municipal water supply or tap water   aquafina is an example of water that came from a public supply purified water from any source that has been treated to remove chemicals and pathogens according to standards set by the u s  pharmacopoeia   it must contain no more than 10 parts per million of dissolved solids  distillation  de ionization  and reverse osmosis are all purification methods  aquafina and dasani are examples of purified water sparkling water contains carbon dioxide at an amount equal to what it contained when it emerged from its source  note that carbon dioxide lost during the treatment process may be added back  perrier is an example of sparkling water the terms  glacier water  and  mountain water  have no standard definition and thus it is not known exactly what is the original source of the water for the waters that use these terms to describe their product ali julia review  fresh  tasting water,1,0
1301,the manufacturer says that it has been transitioning out of bpa cans and completed that process with the fall 2011 harvest  i don t know what the shelf life is for canned tomatoes  so i don t know whether what s being sold in june 2012 might have been packaged pre september 2011  but at least you have a shot at a non bpa can with these tomatoes oh  and they also taste good  very adaptable  since they aren t strongly seasoned but the fire roasting brings out even more tomato flavor  manufacturer says no longer using bpa,1,0
1277,i have been having a hard time finding preserves in our markets   i liked this variety of flavors   i have been buying different brands and have not been disappointed   i will definitely be buying from maury island farms again   blueberry is my favorite  great change,1,0
500,we were pretty excited to try this out especially for use with workouts etc  water doesn t always cut it and gatorade etc gets a bit costly plus all the sugar and salt really adds up over time first  the squeeze idea is great  no mess  no fuss  super simple to use  vast improvement over powdered drinks  including gatorade with the added benefit of being able to adjust for personal preference i found a quick squeeze more than ample  my other half liked a bit more flavor  we both liked the ability to squeeze and go  so far so good  will give the convenience a big plus the so so part is the flavor   i m just not wild about the fruit punch flavor but would probably be willing to give other flavors a try and see if they are more to my liking  it s not bad per se  it s just not that good  at first i thought it was just me but spouse felt the same way  will consider this more or less neutral since it s not great but certainly not bad either now for the thing that i don t really like   the vitamins  yes  there is a nice range of vitamins and at first glance  that sounds fine but  the quality of the included vitamins is questionable  for example  for b12  cyanocobalmin is used rather than the more expensive  and bioavailable  methylcobalmin  to be perfectly fair  the vast majority of people probably won t don t care and the idea of taking in some vitamins at all is an improvement  however  those that are health conscious and or only use bioavailable forms of vitamins will be disappointed  i try not to take inferior vitamin types so that they don t block absorption of better more available forms all in all  a vast improvement over cola s  very convenient  not bad tasting but not great and selection of vitamins could be better  convenient   good idea   adequate quality taste,1,0
501,i ordered this for review  provided by company  and thought it s shampoo  it s not a miracle it s not a miracle product but it out performed my regular shampoo and i would say it worked as well as the product i bought at the saloon it smells nice  not overwhelming it suds well in hard water my hair isn t heavy or greasy i ll purchase more when i run out of it  surprised,1,0
1297,best substitute i ve tasted to date   all sugar substitutes seem to have some after taste for me splenda is the worst   but this one the least of all   also seems to be equivalent to real sugar for measuring   now all we need is a truvia brown sugar substitute  delicious ,1,0
502,i used to buy this mexican version at my local wal mart until they quit selling it   the mexican version tastes better that the american version  this one actually tastes like chocolate milk   it is richer  and you can taste the chocolate in it  to me it tastes like the american version before they changed the formula to the new  less sugar  formula  which is strange because now the american version tastes way too sweet and it doesn t even taste like chocolate  it taste like plain ole nothing except maybe milk that is too sweet to drink  if you like  chocolate  milk  buy this version   its the only one my family will drink  tastes better that american version,1,0
1295,with the powder formula  we have to mix it with filtered water which we thought was inconvenient at night  which is why i bought this   however it turns out the opened bottle has to be refrigerated  we don t want to feed our baby with very cold formula  so we end up having to warm it up    net net it s probably more trouble   and it s more expensive than the powder version   so  either buy the powder version  or buy the ready to feed formula in 2 oz bottles    this version doesn t make a lot of sense   i wanted to return it but decided to bite the bullet    not very fun  didn t really save me the trouble though,1,0
1294,fuze has created a tasty  low calorie drink  originally purchased the slenderize accidently for my 14 yr old son who tried it and decided he didn t like it  and being the frugal mom  i wasn t going to let it go to waste  i was delighted to find it was delicious  i didn t look at the vitamin count or the calorie count until after my first sip  second or even the third  i looked here on amazon hoping for an amazing deal  but was disappointed  it is too bad that the shipping here on amazon is so high  but a 15 lb box isn t cheap to send  i m sure  very tasty low calorie drink,1,0
504,i bought this at home depot as part of a 3 pack that included a fogger and personal spray  i have fountains  a pool  large pond  grass  and an orange tree so insects love my place  i have two large windows and a sliding glass door that are covered in insects all day during the heat  i used this spray 8 hours ago and there s not 1 bug on the screens  while i was spraying the product i could see hundreds of them swarming around on my patio  the fogger spray by cutter has kept the bugs off of my front door which is how they get into my home several people commented that the plastic broke  i had the attachment screw pop off from the water pressure  i snapped it back on and then i turned down the water pressure  this solved the problem and it didn t pop off again  the instructions don t say how much to turn on the faucet but i would keep the stream low to prevent the problems other people had the area i treated is covered and we live in arizona so it should stay dry  i hope this product lasts the full 8 weeks  eliminated insect infestation on my patio,1,0
1298,my picky one year old cat loves this she will not eat any of the expensive wet food only friskies dry when i gave this to her she went nuts for it i couldn t find it at my local stores so i ordered it from here kind of expensive i went to walmart today and they had it for 2 50 a bag needless to say i stocked up i paid less for three bags at walmart than i did here for one the shipping cost more than the product and it is only a 3 oz  bag  good life catnip treat,1,0
1448,this is some high quality  pure marzipan  this grade of product doesn t need any candy coating or sugar on top  the flavor itself is very rich  the best way to eat this is in small bites because you ll end up eating all four loaf s in one sitting  in a big hurry  if you love marzipan  you owe it to yourself to at least give this one try  odds are you ll be ordering this on a regular basis  sometimes amazon doesn t have this on prime but when they do  i get some  don t get too much though  reading the nutritional information might give you heart palpitations  high quality that will make you eat it in one sitting ,1,0
1449,i have looked and looked for these and have had no luck until now  yeah  yeah there are oodlesof li hing mui things out there  not hard to find but i have a long and happy relationship withli hing mui   my back ground  i was raised in honolulu from in the 1950 s  yes  it was exquisite from 3 until 13 when i went back to the main land  these are exactly like the ones i could buy at thelittle corner store  run by a very old asian guy  who kept all his preserved seeds in gigantic roundglass jars that had glass lids  there s a serious quality to these and they have the perfect consistency not too dried  not too moist  the balance of salt and sweet is just as i remember it  i have lookedfor more  even in hawaii  and never found it  i chalked it up to things seeming better as a kid thanas an adult  turns out it can be the same  omg ,1,0
1450,i had a baby 4 months ago and always tired sleepy and cranky   been drinking this tea for one week and my back pain and headache is gone    i have more energy and never tired anymore  when i was younger i ve always heard of ganoderma but never had a chance to try it  back in the days ganoderma was very rare and expensive   people think  40 box is expensive    growing up my parents drink it sometimes and one box cost thousands    this product is now available to us for cheap  i can t wait to drink my tea everyday oh btw one teabag makes 3 cups  i use 3 teabags in a pitcher and put in fridge  lasts me 3 4 days magical ganoderma  ,1,0
1599,the package came in the manufacturer s box inside another box  as you may know  this is an osem product so it says on the box  product of israel   i e   this is the real deal  my local supermarket sells the 14oz container for 5 99 or 43 cent an ounce  this is at less than half the price  for people who are not familiar with this product  it is sodium friendlier than other brands and tastes a little better  the real deal  ,1,0
369,i didn t read a very important part of the instructions on this product  shake well  it s very true  i use a clean  dry washcloth and sprayed it on the cloth  not the plant  it got runny and drippy and went down the stalks on my rubber plant when i sprayed it directly on the leaves   use the cloth in one hand and support the leaves with the other hand  pressing the leaf between your palms and working the spray into the leaf  yes  you have to do these individually  and yes  it takes time  after i went through the first time  i used another clean cloth and did it one more time to make sure that all the dust and years worth of grime was gone from the leaves  i then polished them with just the dry cloth to make sure the residue  droplets  was gone my rubber plants have never looked this good  my rubber plants have never looked this good ,1,0
368,if you re a fan of sweet  chewy  chocolate  granola  bars  this is for you  it s unclear to me how this is branded as  special k   however  as it tastes nothing like the cereal  i was somehow imagining that it would be composed of special k cereal  but the texture and taste is drastically different this isn t something i would buy regularly  as i generally prefer crunchy granola bars  such as nature valley   but for a quick occasional snack it isn t too bad  chocolatey  chewy  and good ,1,0
1601,at the beginning of 2012  good earth teas brought back the artificial flavoring formula  due to demand  but both versions are sold now   1  the older  artificial flavoring  version and  2  the newer  natural flavoring  version  here s how to tell them apart now quoting the customer service email                                for the caffeine free sweet   spicy tea   the 25 count boxes are made with natural flavoring   the 18 count boxes are now made with the artificial flavoring   this is the item that was revised about 6 months ago  though technically has been revised back to the original formula many stores will only carry one size  often the 18 count  so that may be a part of your confusion      if you look at the online store  you will see that we carry both sizes  http   shop goodearth com good earth original sweet and spicy caffeine free herbal tea p get 304012 c goodearth originalteas                       end of quote  customer service responded  the original formula had artificial flavoring  then they introduced natural flavoring,1,0
366,this was my first time ordering a japanese candy  from kracie  to be exact  i was so excited to receive it after watching many youtube videos about it  i must say  it was so much fun to make this  don t worry if you don t know japanese  as you can either watch instructional videos from youtube or follow the pictures  as they are thourough all of the different ingredients smelled wonderful  the rice smelled like bubblegum  the egg and meat smelled faintly like mango  the seaweed smelled like grape  the fish eggs and soy sauce smelled a bit like mango  but more of a fruitier smell now for the taste  i loved the taste of each one  as they weren t overpowering  but the textures are what really displeased me  the rice was really cool because of the feel in my hands  but in your mouth it tastes kind of stiff and grainy  i think that the worst texture was the meat and egg  they were so grainy that i could barely swallow them  and to top it off they were on top of the rice  yuck the best taste and texture had to be the fish eggs  they are little gel balls  just like that product from a long time ago that listerine made  it was breath freshener  mints   that were in the gelled ball form  and they exploded with liquid when you bit them  making your mouth feel fresh  i actually ended up saving the fish eggs instead of putting them on the sushi because i liked eating them  also  the soy sauce and the mixture that you put the fish eggs in tasted wonderful  with that faint fruity taste the product shipped the day after i order it  standard shipping   and came a week later  the first estimated delivery date   i was very happy about that  especially since it shipped from japan overall  i think if you are considering it  buy it  it is such a fun way to make candy  just beware of the rice  meat  and egg after you make it  very fun ,1,0
1603,this is a tea that i knew i liked  i was intrigued by what seemed to be a way to  subscribe  to get it on a regular basis  i don t think that happened  but i will order this again  i have not tried it iced  but think it would do well that way  superior tea with orange spice flavor,1,0
1604,found this butter in market basket  that place rocks   but sadly i haven t been able to find it closer where i live  shaws u suck    anyways  almond   peanut anyday of the week  love it  ,1,0
1605,for a friend spending too much time in the hospital with a sick child  now she has choices besides the vending machine down the hall  perfect as a donation,1,0
1606,they don t make candy like this anymore  there s only 5 ingredients in it and i know what every one of them are  they are so good i burnt my tongue from eating to many in secession  what did i burn my tongue on  real citric acid  this is how candy use to be made and still should be  if your a hard candy lover  i recommend treating yourself to claey s candies  real candy ,1,0
365,i was actually suprised at the good taste  i made a sandwich with fried egg on multi grain thin and i was not sorry for purchasing the product  very useful for my elderly mother who has trouble chewing and hates when i puree her meat   i will continue to purchase this product  spam turkey,1,0
364,i ve been trying to wean myself off sucralose for some time and decided to try the pure stevia extract from  rhymes with  traitor schmoes   it was mediocre at best   bitter   then a couple of weeks ago  i was in my local natural foods store   i stop by there periodically and buy stuff simply to support local business   i saw a bottle of this product and the label s claim that it s  non bitter   so i sez to myself i sez  why not  brought it home  not expecting much   holy cr p   infinitely better than the competition   barely  if at all  bitter   and much less required to achieve equivalent sweetness  i use it primarily in my morning oatmeal and in lemonade and iced tea   i m actually able to measure how much i use  because the competition s product comes with a little coke spoon that hold 45 milligrams   i use two level spoonfuls of the nunaturals product to make a humongous bowl of very sweet oatmeal  with pumpkin and apple thrown in  or 24 ounces of lemonade   i m going to experiment with lower amounts   but even if i decide not to go lower  a 90 milligram serving  2 times 45 milligrams  is going to give me around 500 servings out of a one ounce bottle of nustevia   excellent product  wowstanding ,1,0
363,this sticky trap is way smaller than i have in mind but it really traps small insects in the garden  i was having some gnat problems and some other small garden insects that s why i purchased this  the next day after i put it a little under the leaves  i found a lot of insects trapped in it  there was even a moth  which was also another problem i had  when i put a new one again i didn t realized that it would be raining that night and it got wet  when i checked it though it was still really sticky enough to trap some more insects later so i didn t changed it  i didn t have to change each and everyone of it until full  i would suggest to put it in a place where butterflies won t get to it as the color seems to attract them too  it works ,1,0
362,this whey protien  is unbleivable good with oatmeal and milk blended  so good i almost couldnt stop drinking it  ive also seen some good results since starting using i use it almost errday  it last me a while too but i couldnt give it 5 stars because of the price really 44 dollars  any whey very high quality the packaging is even nice  if your looking for just some regular degular healthy ass whey bob mill is whatsup none of that over hyped fancy labotory enhanced whey  i rememberd i bought some fancy ass whey cost me like 80 buck wtf and we i took it made me feel sick aka jay rob whey and some others  but yeah bob mill whey concentrate 3 thumbs up price 2 thumbs down  some good azz whey,1,0
1608,with this actually being marketed as  diet food   admittedly with a fairly funny view once i read the package  i really wanted to not like these  i ordered them as an  add on  item to a recent order  to make up the last of the 25  they do look quite odd  like skinny cheetos with a hole thru the middle however they taste absolutely fabulous  they have a sweet mildly onion y taste  and are really crispy for the price they are very  very good  it s a shame no stores sell these locally  but i will be ordering more next time i purchase on amazon com not what i expected ,1,0
1598,odd that you can get such a bold flavor of gum into a jar   it worked well for the cupcakes and frosting  flavorful,1,0
1609,didn t expect too much from these so i was surprised that with a few tweaks  i really liked them  i use 3 4 of a cup of water in a handled  plastic measuring cup and microwave for 4 minutes  using a spoonful of cream cheese to mix in the cheese powder seems to give the m c just that much more flavor and richness  the measuring cup is a convenient dish to eat from   not disposable  but hey  what are dishwashers for   and there s less trash  for fewer than 300 calories  not a bad meal  try these tweaks for a tasty meal ,1,0
1610,i wanted to echo the other positive reviews by folks that are  blown away  by the quality and taste of this product i have never spend  45 on a condiment before  like others i have used the  3 bottle of store bought balsamic vinegar  there is no comparison this stuff is thick and sweat  it has the viscosity of syrup  the flavors are rich and complex  this stuff adds an incredible eating experience when drizzled over a good cheese  it is delightful on avacado  i originally used it on a juicy heirloom tomato and was disappointed because the juice of the tomato watered down the syrupy goodness of the vinegar too much  to experience this product you do not want to water it down in any way i mixed 1 2 vinegar  1 2 olive oil with some minced garlic and onions  a little salt and pepper  it made a nice thick dressing that was to die for spooned over mixed greens  also  my concoction did not diminish the viscosity or the flavor of the vinegar in any way  when using this product you want the vinegar to always be at the center of the taste experience the biggest negative for this product is that once you try it there is no going back  and  at  45 a bottle it is priced like liquid gold  heck  i do not spend that much for a 1 5th of quality bourbon  i find myself checking the level in the bottle every time i open the cabinet  this stuff is a real treat to be experienced i am pretty frugal with how i spend my money  i never thought i would spend 45  on a bottle of vinegar  but this is not vinegar as you and i traditionally know vinegar  now  it is hard to imagine not having a bottle of this in our cupboard for those special occasions  wow,1,0
359,finally long after penrose just seemed to vanish of the face of the earth came this product that no others can even compare  these are what real pickled sausages supposed to taste like  i would recommend these to anyone  the real deal     ,1,0
358,i love bragg s oraganic apple cider vinager  i have been using it for several months  i decided i would look on amazon com for better prices  i was not dissapointed  i recieved my order faster than had been predicted  i will definitley use this supplier again  i love amazon com and have never been dissapointed with anything ive recieved  bragg s organic apple cider vinager,1,0
1611,ghirardelli cocoa is the best i ve tasted  and this combination of chocolate and cocoa is particularly good  when my local stores stopped carrying it  i had to start buying online presumably because of some sort of non competitive clause  the other vendor doesn t sell this product in my area  so i needed to purchase directly from ghirardelli  which charges over  9 for shipping  it arrived packed in those awful styrofoam peanuts  i wish they would just be honest about what they want to charge for the product and not pretend by larding up the shipping charges  tasty product  bad packaging,1,0
1612,i rate this item 5 stars as i absolutely love honey tree organic blue agave   but  please do not pay 18  dollars for this  the same size bottle is  6 49 at bjs   i m not against making a few bucks but this is ridiculous    wow   are you serious ,1,0
1613,i m on amazon to purchase 3 more of these traps because my 2 local national hardware chains do not carry them anymore  there are 2 advantages of the sweeney over others of the same type  1 it does not rust like the others  2  one of the spikes that support the trap in the ground  not the spikes that kill the mole  is turned sideways  making a wider path for the mole to come into  allowing him to be well under the  kill  spikes when the mechanism is sprung  yes  the mole is killed  not trapped  and alas  the spikes just wounded one mole  and i had to finish him off  ugh  but i digress  the trick with this type trap is to make certain that the portion of the tunnel where the trap is set is pressed down firmly so that the mole going through will actually push up the ground under the trap  also  especially when the ground is hard  it is difficult to depress the support spikes deep enough so that the  trigger plate  is at ground level  a must if you want it to actually release as the mole goes through  to overcome this  i make a channel in the ground where each support spike will be located by pounding a chisel into the ground  and then pulling it out of course   then you can easily depress the support spikes far enough into the ground so that the trigger plate is at ground level  one final clue  before you pull your sprung trap out of the ground  depress the tunnel area where the mole came from  that way  if the trap spikes nabbed only a non lethal part of the mole  you can stab him before he runs back through the tunnel  ugh again  sweeneys mole trap works great,1,0
1614,i ordered this product by mistake  it might very well be a good product  but it was not ground and when i tried to grind it in my food processor it took forever  i will not forget again  not what i thought it was ,1,0
